Dia,Casos_Totales,Tasa_Ataque
2021-04-05,4688,2.43
2021-04-06,4727,2.45
2021-04-07,4776,2.52
2021-04-08,4830,2.55
2021-04-09,4913,2.59
2021-04-10,4956,2.62
2021-04-11,4995,2.64
2021-04-12,5029,2.66
2021-04-13,5070,2.68
2021-04-14,5155,2.72
2021-04-15,5219,2.76
2021-04-16,5229,2.76
2021-04-17,5257,2.78
2021-04-18,5261,2.78
2021-04-19,5482,2.89
2021-04-20,5531,2.92
2021-04-21,5563,2.94
2021-04-22,5637,2.98
2021-04-23,5687,3
2021-04-24,5725,3.02
2021-04-25,5772,3.05
2021-04-26,5807,3.07
2021-04-27,5855,3.09
2021-04-28,5907,3.12
2021-04-29,5937,3.14
2021-04-30,5962,3.15
2021-05-01,5992,3.16
2021-05-02,6019,3.18
2021-05-03,6044,3.19
2021-05-04,6066,3.2
2021-05-05,6102,3.22
2021-05-06,6141,3.24
2021-05-07,6164,3.26
2021-05-08,6187,3.27
2021-05-09,6213,3.28
2021-05-10,6239,3.29
2021-05-11,6276,3.31
2021-05-12,6325,3.34
2021-05-13,6347,3.35
2021-05-14,6363,3.36
2021-05-15,6381,3.37
2021-05-16,6399,3.38
2021-05-17,6422,3.39
2021-05-18,6449,3.41
2021-05-19,6491,3.43
2021-05-20,6512,3.44
2021-05-21,6539,3.45
2021-05-22,6551,3.46
2021-05-23,6551,3.46
2021-05-24,6593,3.48
2021-05-25,6608,3.49
2021-05-26,6629,3.5
2021-05-27,6658,3.52
2021-05-28,6672,3.52
2021-05-29,6682,3.53
2021-05-30,6682,3.53
2021-05-31,6708,3.54
2021-06-01,6715,3.55
2021-06-02,6723,3.55
2021-06-03,6771,3.58
2021-06-04,6791,3.59
2021-06-05,6806,3.59
2021-06-06,6819,3.6
2021-06-07,6836,3.61
2021-06-08,6841,3.61
2021-06-09,6865,3.63
2021-06-10,6873,3.63
2021-06-11,6882,3.63
2021-06-12,6891,3.64
2021-06-13,6892,3.64
2021-06-14,6899,3.64
2021-06-15,6932,3.66
2021-06-16,6953,3.67
2021-06-17,6976,3.68
2021-06-18,6997,3.69
2021-06-19,7002,3.7
2021-06-20,7004,3.7
2021-06-21,7014,3.7
2021-06-22,7024,3.71
2021-06-23,7031,3.71
2021-06-24,7045,3.72
2021-06-25,7054,3.73
2021-06-26,7062,3.73
2021-06-27,7067,3.73
2021-06-28,7075,3.74
2021-06-29,7082,3.74
2021-06-30,7096,3.75
2021-07-01,7110,3.75
2021-07-02,7118,3.76
2021-07-03,7124,3.76
2021-07-04,7128,3.76
2021-07-05,7139,3.77
2021-07-06,7148,3.77
2021-07-07,7156,3.78
2021-07-08,7168,3.79
2021-07-09,7175,3.79
2021-07-10,7180,3.79
